127.0.0.1 - - [04/Mar/2024:14:25:45 +0630] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:25:48 +0630] "GET /ConvenienceManagementSystem/ HTTP/1.1" 200 4376
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:02 +0630] "POST /ConvenienceManagementSystem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:02 +0630] "GET /ConvenienceManagementSystem/owner HTTP/1.1" 200 4738
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:03 +0630] "GET /ConvenienceManagementSystem/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:03 +0630] "GET /ConvenienceManagementSystem/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:03 +0630] "GET /ConvenienceManagementSystem/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:13 +0630] "GET /ConvenienceManagementSystem/products/ HTTP/1.1" 200 2594502
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:20 +0630] "GET /ConvenienceManagementSystem/owner/ HTTP/1.1" 200 4738
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:25 +0630] "GET /ConvenienceManagementSystem/categorys/ HTTP/1.1" 200 37054
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:33 +0630] "GET /ConvenienceManagementSystem/owner/ HTTP/1.1" 200 4738
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:36 +0630] "GET /ConvenienceManagementSystem/discounts/ HTTP/1.1" 200 9310
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:40 +0630] "GET /ConvenienceManagementSystem/details HTTP/1.1" 200 5371
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:01 +0630] "GET /ConvenienceManagementSystem/logout/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:01 +0630] "GET /ConvenienceManagementSystem/ HTTP/1.1" 200 4376
